Bldg,Room,7AM,8AM,9AM,10AM,11AM,12PM,1PM,2PM,3PM,4PM,5PM,6PM,7PM,8PM,9PM,10PM,Piano
KMBL,230,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,piano
KMBL,235,True,True,False,False,True,False,False,False,True,False,False,False,True,True,True,True,pia-no
KMBL,240,True,True,False,False,True,False,False,False,False,True,False,True,True,True,True,True,piano
KMBL,245,True,False,False,False,True,True,False,False,True,False,False,False,True,True,True,True,pia-no
KMBL,262,True,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,piano
KMBL,270,True,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,piano
KMBL,280,True,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,piano
KMBL,490,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,piano
LSB,2006,True,False,False,False,True,True,False,True,True,True,False,False,True,True,True,True,piano
MARB,B105,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,piano
MARB,B106,True,True,False,False,True,False,False,False,False,True,True,True,True,True,True,True,piano
MARB,B107,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,piano
MARB,B112,True,True,False,False,True,False,False,False,False,True,True,True,True,True,True,True,piano
MARB,B113,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,piano
MARB,B114,True,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,piano
MARB,B119,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,piano
MARB,B124,True,True,False,False,True,True,False,False,False,False,True,True,True,True,True,True,piano
MCKB,220,True,True,False,False,True,False,False,False,False,False,False,False,True,True,True,True,pia-no
MCKB,230,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,piano
MCKB,238,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,pia-no
MCKB,276,True,True,False,False,True,False,False,False,False,True,True,True,True,True,True,True,piano
MCKB,280,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,piano
MCKB,319,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,pia-no
MCKB,331,True,True,False,False,True,False,False,False,True,False,False,False,True,True,True,True,pia-no
MCKB,355,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,piano
MCKB,359,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,pia-no
MSRB,202,True,True,False,False,True,False,False,False,True,False,False,True,True,True,True,True,piano
MSRB,250,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,piano
RB,106,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,True,piano
RB,204,True,False,False,False,True,True,True,False,False,True,False,False,True,True,True,True,pia-no
RB,206,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,pia-no
RB,271,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,piano
TMCB,111,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True,piano
TNRB,270,True,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,pia-no
TNRB,280,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,piano
TNRB,284,True,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,piano
TNRB,484,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,pia-no
